,product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
1525,Nike Md Runner 2 Kadın Ayakkabı 807316-700,299.0,549.0,46,freeShipping,0,0,vipoutlet,0,6
1526,LESCON  ATTACK ERKEK KRAMPON,299.0,0.0,0,freeShipping,0,0,ERDEMLERAYAKKABI,97,6
1527,Slazenger ADOPT New Sneaker Erkek Ayakkabı Siyah SA21RE018 500N,289.0,0.0,0,freeShipping,0,0,PlatiniSpor,97,6
1528,ADİDAS GALAXY 2 M RUNNING ERKEK  GÜNLÜK SİYAH YEŞİL YÜRÜYÜŞ KOŞU,279.0,0.0,0,freeShipping,0,0,halisbaba66,0,6
1529,LOTTO T2530 SPACE 600 II ALR TENİS AYAKKABISI,269.0,0.0,0,freeShipping,100,1,AksporLotto,97,6
1530,LESCON PLATINUM-002 K-21 B KRAMPON FUTBOL AYAKKABISI,299.0,0.0,0,freeShipping,0,0,samaspor,78,6
1531,Puma ST Runner V Kids Cırtlı Çocuk Bebek Spor Ayakkabı 356438-05,299.0,0.0,0,freeShipping,0,0,ARMASPOR,99,6
1532,Nike  AJ5908 007 ( SİYAH),296.0,349.0,15,freeShipping,0,0,virusgiyim,86,6
1533,Lumberjack Stefan Wmn Bayan Günlük Spor Ayakkabı,299.0,349.0,14,freeShipping,0,0,PAPUÇCİTY,100,6
1534,Reebok Instalite Run Kadın Sneaker Spor Ayakkabı CN0848,279.0,389.0,28,freeShipping,0,0,MarcaSpor,95,6
1535,Adidas Tensaur I Spor Ayakkabı S24055,255.0,319.0,20,freeShipping,0,0,Sarıyıldızspor,89,6
1536,Nike Jr. Bravata Iı (Tf) Çocuk  Halı Saha Ayakkabı 844440 303,254.0,383.0,34,noShipping,100,1,Noktaspor11,100,6
1537,Hummel Seventy Beyaz Kadın Spor Ayakkabı 205318-0577,289.0,329.0,12,freeShipping,0,0,GaziSpor,100,6
1538,Nike Jr. PhantomVNM Academy TF Çocuk Halı Saha Ayakkabı AO0377 81,299.0,349.0,14,freeShipping,0,0,Sportex,100,6
1539,HAMMER JACK 19250 HAKİKİ DERİ YEŞİL BASİLİCO COMFORT SPOR AYAKKAB,257.0,399.0,36,freeShipping,0,0,özenayakkabıçanta,100,6
1540,HAMMER JACK 102 19252 HAKİKİ DERİ COMFORT CASUAL SNEAKER,269.0,399.0,33,freeShipping,0,0,özenayakkabıçanta,100,6
1541,Puma Future Z 4.1 Tt Jr Çocuk Halı Saha Ayakkabısı 10640301 Yeşil,299.0,360.0,17,freeShipping,100,1,KORAYSPOR,95,6
1542,Jump 25686 Siyah - Koyu Gri Su Geçirmez Erkek Outdoor Spor Ayakka,269.0,0.0,0,freeShipping,0,0,ZERHAN,99,6
1543,Lescon Smash-2 Sneakers Erkek Günlük Spor Ayakkabı,284.0,299.0,5,freeShipping,0,0,olimpiyatspor,97,6
1544,HAMMER JACK 19250-M PERU-M HAKİKİ DERİ ERKEK SPOR AYAKKABI SİYAH-,259.0,269.0,4,freeShipping,0,0,fbkayakkabi,97,6
1545,Lescon Spor Easystep Comet-20Y,279.0,0.0,0,freeShipping,0,0,ErdalAyakkabı,100,6
1546,Puma Rapido TT Çocuk Halı Saha Ayakkabısı Futbol 104811-02,279.0,0.0,0,freeShipping,100,2,ARMASPOR,99,6
1547,ADİDAS ALTARUN BEBEK AYAKKABI G27280,261.0,319.0,18,freeShipping,0,0,KUZEYTACISPOR,98,6
1548,Adidas Çocuk Koşu - Yürüyüş Spor Ayakkabı Ef1094 Tensaur C,265.0,409.0,35,freeShipping,100,1,SporAlışverişim,100,6
1549,Erkek Hali Saha LESCON JAVA,299.0,0.0,0,freeShipping,0,0,CityParkOne,96,6
1550,Puma 371758-04 Courtflex Çocuk Spor Ayakkabı Siyah,299.0,0.0,0,freeShipping,0,0,ayakBaBım,97,6
1551,U.S. Polo Assn Arısto Hı (36-45) Unisex Spor Ayakkabı,259.0,299.0,13,freeShipping,100,1,AKKUŞOĞLUAYAKKABI,98,6
1552,6641801 Vikky Platform Ribbon  Puma Kadın Günlük Spor Ayakkabı,289.0,419.0,31,freeShipping,100,1,SPORSPOR,89,6
1553,Hammer Jack Santiago 101 21000 M Erkek Spor Ayakkabı  Siyah-Beyaz,289.0,329.0,12,freeShipping,0,0,galaxyspor,100,6
1554,Lumberjack Falcon Siyah Su Geçirmez Waterproof Kadın Spor Ayakkab,299.0,419.0,29,freeShipping,100,1,Vettashoes,99,6
1555,LUMBERJACK METAL 1FX OUTDOOR GRİ YAZLIK ERKEK SPOR AYAKKABI,259.0,354.0,27,freeShipping,0,0,rüyaayakkabı,100,6
1556,Lumberjack Hailey 1PR Kadın Siyah Spor Ayakkabı,271.0,373.0,27,freeShipping,0,0,GizerlerGiyim,98,6
1557,LUMBERJACK CHAMP HI WP SU GEÇİRMEZ ERKEK ÇOCUK BOT,291.0,399.0,27,freeShipping,100,1,rüyaayakkabı,100,6
1558,Igor Splash Nautico Borreguito Yağmur Çizmesi Fuşya W10207-007FUC,299.0,0.0,0,freeShipping,100,1,cmgspor,97,6
1559,Jump 25740 Water Proof Su Geçirmez Lacivert Unısexs Spor Ayakkabı,259.0,0.0,0,freeShipping,0,0,ZERHAN,99,6
1560,Hammer Jack Denna Hakiki Deri Günlük Erkek Ayakkabı,299.0,0.0,0,freeShipping,0,0,ayakkabix,98,6
1561,Reebok Flexagon Energy Tr 2.0 Erkek Koşu Ayakkabısı FX1345,259.0,399.0,35,noShipping,0,0,Secbegenal,100,6
1562,Nike Aksesuar Lebron Playground 4P NBA Unisex Kırmızı Basketbol T,279.0,0.0,0,freeShipping,0,0,isteshop,93,6
1563,LESCON SHARK-007 H-20B ERKEK HALISAHA AYAKKABI SİYAH,251.0,0.0,0,freeShipping,0,0,markahit,98,6
1564,ADİDAS ÇOCUK SANDALET FY6041,263.0,439.0,40,freeShipping,0,0,northsport,93,6
1565,Jump 26469G Günlük Beyaz Erkek Spor Ayakkabı,264.0,329.0,20,freeShipping,0,0,AyakkabıOnline,100,6
1566,U.S. Polo Assn. Kadın Sneakers Hafif Günlük Spor Ayakkabı,268.0,329.0,18,freeShipping,100,1,COSKUNAYAKKABI-ÇANTA,89,6
1567,Adidas Kız Çocuk Sandalet Water Sandal Ct C Fy7900,285.0,439.0,35,freeShipping,0,0,MercurySport,95,6
1568,ADİDAS EG9913 V RACER 2.0,292.0,449.0,35,freeShipping,0,0,ADİDAS-SADIKALTUN,0,6
1569,Nike Jr. Mercurial SuperflyX 6 Club TF Çocuk Halısaha AH7345 081,299.0,349.0,14,freeShipping,100,9,Sportex,100,6
1570,Lumberjack BUDVA Siyah Erkek Sneaker 100497497,268.0,299.0,10,freeShipping,100,1,White-Starss,100,6
1571,Jump 25515 Erkek Spor Ayakkabı-Siyah Koyu Gri,259.0,0.0,0,freeShipping,0,0,SADIKSPOR,92,6
1572,Lig 70 Güreş Boks Erkek Salon Spor Deri Ayakkabı Kırmızı,278.0,542.0,49,freeShipping,0,0,Potincim,100,6
1573,LUMBERJACK MODE SİYAH MEMORY FOAM TABAN YAZLIK ERKEK SPOR AYAKKAB,262.0,359.0,27,freeShipping,100,1,rüyaayakkabı,100,6
1574,Puma St Runner V2 Vl V Ps Lacivert,289.0,0.0,0,freeShipping,0,0,ilkerspor,100,6
1575,Jump 25695 Ayakkabı Siyah-Gri,264.0,0.0,0,freeShipping,0,0,cixspor,96,6
1576,U.S. Polo 100909609 Bentley 1FX Erkek Günlük Spor Ayakkabı,268.0,399.0,33,freeShipping,0,0,CemPekşenAyakkabı,95,6
1577,Nike Jr. PhantomVNM Academy TF Çocuk Halı Saha Ayakkabı AO0377 07,299.0,349.0,14,freeShipping,90,6,Sportex,100,6
1578,Lumberjack 100497757 WEASLEY 208,299.0,0.0,0,freeShipping,0,0,MKB,83,6
1579,Lumberjack 100327141  100327142 Tobias Wmn Kadın Kışlık Ayakkabı,250.0,289.0,14,freeShipping,100,1,CemPekşenAyakkabı,95,6
1580,Under Armour - Terlik - Ua M Ansa Fix Sl,289.0,0.0,0,freeShipping,60,1,UnderArmour,92,6
1581,Hummel HML THOR Beyaz Erkek Sneaker,279.0,399.0,30,freeShipping,0,0,FLO,93,6
1582,Nike 844441-700 BRAVATA IC FUTSAL SALON FUTBOL AYAKKABI,256.0,320.0,20,noShipping,0,0,FLYSPOR,99,6
1583,Lumberjack Vendor Büyük Numara Spor Ayakkabı,299.0,349.0,14,freeShipping,0,0,PAPUÇCİTY,100,6
1584,Lumberjack STRONG 1FX Gri Erkek Koşu Ayakkabısı 100786824,289.0,319.0,10,freeShipping,0,0,DOĞANSPOR,100,6
1585,REEBOK REEBOK ROYAL COMPLETE CLN2,284.0,369.0,23,freeShipping,0,0,SPORÇANTAM,98,6
1586,Kinetix 36*48 Almera Siyah Günlük Spor Ayakkabı,259.0,269.0,4,freeShipping,0,0,Keyspor,83,6
1587,Hammer Jack Erkek Outdoor Spor Ayakkabı Island M Siyah/Black 10W0,295.0,0.0,0,freeShipping,0,0,DIANDOR,94,6
1588,Puma Rapido FG JR 104809 06 Krampon,279.0,0.0,0,freeShipping,0,0,PlatiniSpor,97,6
1589,Puma Fun Racer SL Siyah,289.0,0.0,0,freeShipping,0,0,ilkerspor,100,6
1590,Nike Team Hustle Quick 2 (Gs) Saks/Gri,299.0,449.0,33,freeShipping,0,0,ilkerspor,100,6
1591,Lumberjack Maxımus 1FX Erkek Spor Ayakkabı SİYAH,299.0,319.0,6,freeShipping,0,0,OCHOHERMANO's,92,6
1592,ADİDAS STAN SMITH CF ÇOCUK BEBEK SPOR AYAKKABI - BZ0523,279.0,439.0,36,noShipping,0,0,Spormarkt,99,6
1593,LESCON SMASH-2 ERKEK SNEAKERS SPOR AYAKKABI,299.0,349.0,14,freeShipping,0,0,Ayakcenter,100,6
1594,Hammer Jack 101 20105-M Fidel Su Erkek Geçirmez Outdoor Ayakkabı,299.0,399.0,25,freeShipping,0,0,Yağmur-Spor,97,6
1595,LUMBERJACK WORLD ERKEK SİYAH SPOR AYAKKABI,299.0,319.0,6,freeShipping,0,0,ERDEMLERAYAKKABI,97,6
1596,Jump 26479 Anatomik Taban Erkek Spor Ayakkabı,284.0,309.0,8,freeShipping,0,0,Viaspor,100,6
1597,Lumberjack Castello Mor Bayan Terlik 100310256,258.0,299.0,14,freeShipping,0,0,White-Starss,100,6
1598,Puma Fun Racer SL Beyaz,289.0,0.0,0,freeShipping,0,0,ilkerspor,100,6
1599,Puma Turin 2 Bayan Erkek spor Ayakkabı 366773-04,298.0,0.0,0,freeShipping,0,0,White-Starss,100,6
1600,Nike Victori One Shower Slide Erkek Terlik,259.0,0.0,0,freeShipping,0,0,BBK,84,6
1601,GLOBE LİGHTHOUSE SLİM ROYAL BLUE KAYKAY AYAKKABISI,269.0,399.0,33,freeShipping,100,1,ProskateTurkey,100,6
1602,PEAK BLADE v3 Koşu Yürüyüş Ayakkabısı Koşu Fitness YEŞİL,273.0,390.0,30,freeShipping,100,7,Peaksport,58,6
1603,Lig Magnesia Erkek Krampon,269.0,299.0,10,freeShipping,0,0,ENDERSPOR,97,6
1604,Nike Jr. Mercurial Vapor 13 Academy Tf Unisex Turuncu Halı Saha A,299.0,0.0,0,noShipping,100,1,IŞIKSPOR,100,6
1605,ADİDAS ALTARUN  BEBEK AYAKKABI G27279,261.0,319.0,18,freeShipping,0,0,KUZEYTACISPOR,98,6
1606,Lumberjack Aqua Panto Mor Kadın Spor Ayakkabı 101013905,258.0,0.0,0,freeShipping,0,0,White-Starss,100,6
1607,Nike AR4138-016 Downshifter 9 Çocuk Koşu Ayakkabısı,259.0,0.0,0,freeShipping,100,1,morgülinş.spor,100,6
1608,Lescon Stream Reflect Bayan Spor Ayakkabı,264.0,279.0,5,freeShipping,100,1,olimpiyatspor,97,6
1609,UsPolo Erkek Spor Ayakkabı 100604536-21Y,263.0,0.0,0,freeShipping,0,0,ErdalAyakkabı,100,6
1610,Adidas Performance - Altasport Cf K - D96828,299.0,0.0,0,freeShipping,0,0,Sporvol,89,6
1611,Jump 25673 Erkek Spor Ayakkabı,269.0,0.0,0,freeShipping,40,1,JUMP,100,6
1612,Lumberjack Vendor Erkek Haki Günlük Spor Ayakkabı (100299438),263.0,309.0,15,noShipping,0,0,VARDARSPOR,86,6
1613,Puma 37154301 Çocuk Günlük Spor Ayakkabısı,285.0,300.0,5,freeShipping,100,1,sanspor,98,6
1614,PEAK CityZen Basketbol Ayakkabısısı,294.0,420.0,30,freeShipping,90,10,Peaksport,58,6
1615,Adidas TENSAUR Siyah Erkek Çocuk Sneaker Ayakkabı,286.0,409.0,30,freeShipping,20,1,INSTREET,92,6
1616,LESCON HELLIUM NANO KADIN SPOR AYAKKABI PUDRA,252.0,0.0,0,freeShipping,0,0,markahit,98,6
1617,Hummel Unisex Ayakkabı 212616-9001,254.0,299.0,15,freeShipping,0,0,markastok,100,6
1618,Nike Star Runner 2 Bağcıksız Çocuk Spor Ayakkabısı,259.0,290.0,11,noShipping,100,1,herbişeys,96,6
1619,LOTTO LOTTO T1391 MAESTRO 700 III TX T1391,299.0,319.0,6,freeShipping,0,0,EYMSPOR,95,6
1620,Puma CARACAL V PS Beyaz Erkek Çocuk Sneaker Ayakkabı,298.0,369.0,19,freeShipping,0,0,FLO,93,6
1621,Slazenger   Beyaz Unisex Spor Ayakkabı,272.0,544.0,50,freeShipping,0,0,bolbolcuavm,100,6
1622,PUMA Rapido II TT V Jr HALI SAHA,279.0,349.0,20,freeShipping,0,0,Özyurtlar_Spor,100,6
1623,U.S. Polo Assn. Erkek Polo Günlük Sneakers,288.0,379.0,24,freeShipping,0,0,COSKUNAYAKKABI-ÇANTA,89,6
1624,LUMBERJACK VENDOR 1FX MEMORY FOAM YENİ SEZON ERKEK SPOR AYAKKABI,277.0,379.0,27,freeShipping,0,0,rüyaayakkabı,100,6
1625,U.S. Polo Assn. Elly 100504669 Bayan Spor Ayakkabı,252.0,349.0,28,freeShipping,0,0,ORALET,96,6
1626,NIKE Benassi Jdi Erkek Terlik 343880,259.0,329.0,21,freeShipping,0,0,EYMSPOR,95,6
1627,GUJA 20K322-3 GRİ KADIN GÜNLÜK SPOR AYAKKABI,299.0,329.0,9,freeShipping,0,0,bizimayakkabici,100,6
1628,Lumberjack SWORD WMN 1PR Siyah Kadın Koşu Ayakkabısı,299.0,0.0,0,freeShipping,0,0,FLO,93,6
1629,Adidas RUNFALCON I Pembe Kız Çocuk Koşu Ayakkabısı,271.0,339.0,20,freeShipping,100,1,FLO,93,6
1630,HAMMER JACK 102 19250 XL 46/47/48 HAKİKİ DERİ ÖZEL BÜYÜK NUMARA S,299.0,469.0,36,freeShipping,0,0,özenayakkabıçanta,100,6
1631,Lotto T2515 Speedride 500 VIII Erkek Yürüyüş Koşu Ayakkabı,279.0,0.0,0,freeShipping,0,0,ARMASPOR,99,6
1632,Nike Flex Trainer 7 Kadın Siyah Spor Ayakkabı 898473 001,289.0,419.0,31,freeShipping,0,0,GaziSpor,100,6
1633,ADİDAS ADILETTE COMFORT ERKEK TERLİK - B42114,299.0,339.0,12,noShipping,0,0,Spormarkt,99,6
1634,Nike Priority Low Pembe Cırtlı Kız Çocuk Spor Ayakkabı,289.0,349.0,17,freeShipping,0,0,OzgencShoes,99,6
1635,GUJA 21Y329 KADIN SPOR AYAKKABI,287.0,479.0,40,freeShipping,0,0,tutkuspor,84,6
1636,Nike Court Borough Low (PSV) Çocuk Günlük Spor Ayakkabı 870025 10,299.0,399.0,25,freeShipping,0,0,Sportex,100,6
1637,Lescon Junior Airtube Smash Lacivert Erkek Çocuk Spor Ayakkabı,274.0,399.0,31,freeShipping,0,0,Ayakcenter,100,6
1638,Slazenger Erkek Koşu Ayakkabısı Will SA10RE085-230,279.0,349.0,20,freeShipping,0,0,CANMERSPOR,99,6
1639,Hammer Jack Bolivia 19254 Hakiki Deri Erkek Spor Ayakkabı,259.0,349.0,26,freeShipping,100,2,Viaspor,100,6
1640,Hammer Jack 102 109250-M Peru M Erkek Günlük Spor Ayakkabı,296.0,0.0,0,freeShipping,100,2,ALTINDAĞ,100,6
1641,Scooter Kırmızı Erkek Spor Ayakkabı M1301TKI,250.0,313.0,20,freeShipping,0,0,Scooter,100,6
1642,Jump Erkek Spor Ayakkabı 26497 Gri-Laci-Turuncu 11S0426497,270.0,0.0,0,freeShipping,100,1,DIANDOR,94,6
1643,Nike W VICTORI ONE SLIDE Kadın Terlik,269.0,0.0,0,freeShipping,0,0,BBK,84,6
1644,HUMMEL LEGEND KIRMIZI ERKEK SNEAKER,299.0,0.0,0,freeShipping,0,0,denizsporgiyim,97,6
1645,Lescon Attack 031 Bordo Topuklu Erkek Krampon Yeni Ürün,298.0,0.0,0,freeShipping,0,0,ayakkabıdiyarı,100,6
1646,NIKE JR MAJESTRY TF ÇOCUK HALI SAHA AYAKKABISI,252.0,0.0,0,freeShipping,0,0,pointspor,100,6
1647,Hummel HML ATHLETIC II Lacivert Erkek Koşu Ayakkabısı,299.0,0.0,0,freeShipping,100,1,FLO,93,6
1648,Jump 24852 Erkek Spor Ayakkabı,279.0,0.0,0,freeShipping,100,1,JUMP,100,6
1649,Lumberjack Wolky Orijinal Kadın Spor Ayakkabı,259.0,317.0,18,freeShipping,0,0,WonderfulShoes,100,6
1650,Nike AT5883-060 JR LEGEND 8 CLUB TF Çocuk Krampon,285.0,300.0,5,freeShipping,0,0,sanspor,98,6
1651,YOURFLEX TRAINETTE 11 AYAKKABI DV4760,299.0,0.0,0,freeShipping,0,0,sporonline,97,6
1652,Hummel HML THOR Gri Erkek Sneaker Ayakkabı,299.0,399.0,25,freeShipping,0,0,FLO,93,6
1653,PUMA RAPİDO II FG JR KRAMPON 10606302,259.0,0.0,0,freeShipping,0,0,ekremspor,100,6
1654,Superga Yeşil Unisex Ayakkabısı S000010-F66,284.0,299.0,5,freeShipping,0,0,KORAYSPOR,95,6
1655,Adidas TENSAUR I Siyah Erkek Çocuk Spor Ayakkabı,287.0,319.0,10,freeShipping,0,0,FLO,93,6
1656,Hummel Hml Neo Erkek Spor Ayakkabı,284.0,379.0,25,freeShipping,0,0,athleticzone,92,6
1657,adidas HOOPS 2.0 CMF C Beyaz Kız Çocuk Sneaker,268.0,409.0,34,freeShipping,0,0,INSTREET,92,6
1658,Nike Mercurial Vapor 13 Jr Academy Fg Çocuk Krampon AT8123 100,279.0,450.0,38,freeShipping,0,0,olimpikspor,96,6
1659,LUMBERJACK MAXIMUS MEMORY FOAM YAZLIK ERKEK SPOR AYAKKABI,255.0,349.0,27,freeShipping,100,1,rüyaayakkabı,100,6
1660,Puma Rapido Çocuk Halı Saha Ayakkabı 104811-03,265.0,0.0,0,freeShipping,0,0,PlatiniSpor,97,6
1661,Hummel Hmlcrosslıte Iı Sneaker Erkek Spor Ayakkabısı,265.0,304.0,13,freeShipping,100,2,GözdeSpor,100,6
1662,adidas Court Star Slim Kadın Spor Ayakkabı D67875,299.0,399.0,25,freeShipping,0,0,DOĞANSPOR,100,6
1663,Hammer Jack Bej Erkek Ayakkabı 101 20007-M,270.0,0.0,0,freeShipping,0,0,NorthCalifornia,100,6
1664,Adidas VL COURT 2 Siyah Unisex Çocuk Sneaker,287.0,359.0,20,freeShipping,20,1,INSTREET,92,6
1665,EWL 3001 HAKİ,269.0,0.0,0,freeShipping,0,0,ewoll,0,6
1666,Hammer Jack 21160 Paulo Akıllı Taban Erkek Spor Ayakkabı,299.0,359.0,17,freeShipping,0,0,Viaspor,100,6
1667,Nike 921442 602 Star Runner Psv Kız Çocuk Spor Ayakkabı,279.0,0.0,0,freeShipping,0,0,sporttime,99,6
1668,1650 Taba Erkek Yürüyüş Ayakkabısı,289.0,0.0,0,freeShipping,100,1,BARMEA,100,6
1669,LESCON RAPID RUNNER KOŞU AYAKKABISI ÜCRETSİZ KARGO,284.0,369.0,23,freeShipping,0,0,NİHATAYAKKABIVESPOR,0,6
1670,Asics Gel-Upcourt 2 GS,284.0,379.0,25,freeShipping,90,3,ilkerspor,100,6
1671,Pierre Cardin Kadın Spor Ayakkabı Pc-30555 Gri/Grey 21S0430555,295.0,0.0,0,freeShipping,100,1,DIANDOR,94,6
1672,Jump 24865 Gri Büyük Numara Erkek Spor Ayakkabı,254.0,0.0,0,freeShipping,0,0,Babalı_Ayakkabı,97,6
1673,LESCON Campus 2 Siyah Erkek Sneaker Ayakkabı,299.0,0.0,0,freeShipping,0,0,LESCON,92,6
1674,Kinetix 1225 Erkek Spor Yürüyüş-Koşu Spor Ayakkabı Lacivert,289.0,319.0,9,freeShipping,0,0,DinçerSpor,98,6
1675,Nike Neymar Çocuk Krampon 921491 407 PRA-1486759-0660,284.0,499.0,43,noShipping,0,0,FLYSPOR,99,6
1676,Lumberjack WOLKY 1FX Gri Kadın Koşu Ayakkabısı,289.0,0.0,0,freeShipping,100,3,INSTREET,92,6
1677,LESCON Shark 2 510 Fosfor Sardunya Erkek Multi Ground Krampon,299.0,0.0,0,freeShipping,100,1,LESCON,92,6
1678,Hammer Jack Denna Hakiki Deri Günlük Erkek Ayakkabı,299.0,0.0,0,freeShipping,90,6,ayakkabix,98,6
1679,Adidas Performance - Vs Adv Cl Cmf C - BB9978,269.0,0.0,0,freeShipping,0,0,Sporvol,89,6
1680,Nike Koşu Ayakkabı AQ3542-012 STAR RUNNER 2,319.0,370.0,14,freeShipping,100,7,Kral_Spor,100,7
1681,Reebok Royal Glide Ripple Clip CM9098 Erkek Koşu Ayakkabısı,349.0,599.0,42,noShipping,100,5,Secbegenal,100,7
1682,adidas Superstar Unisex Günlük Spor Ayakkabı C77124,329.0,649.0,49,freeShipping,80,1,CourtSpor,90,7
1683,adidas Superstar Foundation Unisex Günlük Spor Ayakkabı B27136,329.0,649.0,49,freeShipping,100,2,CourtSpor,90,7
1684,Hammer Jack Chile 19253 Hakiki Deri Erkek Spor Ayakkabı,329.0,399.0,18,freeShipping,90,17,Viaspor,100,7
1685,Adidas VS SWITCH 3 C Siyah Erkek Çocuk Spor Ayakkabı,327.0,409.0,20,freeShipping,0,0,FLO,93,7
1686,Royal Complete 3.0 Low Günlük Yürüyüş Ayakkabısı FY9704,320.0,499.0,36,noShipping,100,1,Secbegenal,100,7
1687,Nike Bayan Koşu Ayakkabı AQ3542-002 STAR RUNNER 2,319.0,400.0,20,freeShipping,100,14,Kral_Spor,100,7
1688,Adidas DURAMO SL C Siyah Erkek Çocuk Spor Ayakkabı,336.0,449.0,25,freeShipping,0,0,FLO,93,7
1689,Under Armour - Basketbol Ayakkabısı - Ua Ps Lockdown 5,319.0,699.0,54,freeShipping,100,2,UnderArmour,92,7
1690,Nike Koşu Ayakkabı AQ3542-405 STAR RUNNER 2,319.0,400.0,20,freeShipping,100,1,Kral_Spor,100,7
1691,Puma Up Tdp Unisex Günlük Ayakkabı 38278605 Beyaz,309.0,449.0,31,freeShipping,40,1,KORAYSPOR,95,7
1692,Puma  Bari Z Erkek Spor Ayakkabı 373033-02,329.0,499.0,34,freeShipping,100,2,White-Starss,100,7
1693,Nike Koşu Ayakkabı AQ3542-008 STAR RUNNER 2,319.0,400.0,20,freeShipping,0,0,Kral_Spor,100,7
1694,Puma Monarch Tt Puma Erkek Halı Saha Ayakkabısı 10567401 Siyah,309.0,400.0,23,freeShipping,80,1,KORAYSPOR,95,7
1695,Under Armour - Lifestyle Ayakkabı - Ua W Hovr Ctw,319.0,659.0,52,freeShipping,80,1,UnderArmour,92,7
1696,ADİDAS GRAND COURT K,345.0,449.0,23,freeShipping,0,0,SPORÇANTAM,98,7
1697,LESCON Hellium Cross 2 Siyah Erkek Spor Ayakkabı,349.0,0.0,0,freeShipping,100,2,LESCON,92,7
1698,Under Armour - Basketbol Ayakkabısı - Ua Ps Lockdown 5,319.0,699.0,54,freeShipping,0,0,UnderArmour,92,7
1699,Hammerjack Peru M Erkek Günlük Spor Ayakkabı,305.0,329.0,7,freeShipping,20,1,ENDERSPOR,97,7
1700,Memory Foan SUMMITS Yıkanabilir Siyah Spor Ayakkabı,349.0,0.0,0,freeShipping,0,0,FULLSTAR,77,7
1701,Nike Mercurial Superfly 6 Academy Mg Jr Çocuk Krampon AH7337 400,349.0,449.0,22,freeShipping,100,3,Sportex,100,7
1702,Under Armour - Basketbol Ayakkabısı - Ua Ps Lockdown 5,319.0,699.0,54,freeShipping,100,1,UnderArmour,92,7
1703,Adidas Vs Pace Erkek Günlük Ayakkabı EH0019,335.0,479.0,30,freeShipping,100,2,KORAYSPOR,95,7
1704,Nike Jr Vapor 14 Club Fg/Mg Çocuk Krampon,322.0,429.0,25,freeShipping,0,0,athleticzone,92,7
1705,ADİDAS COPA 20.4 TF,345.0,449.0,23,freeShipping,100,1,SPORÇANTAM,98,7
1706,North Of Wild AGRA Erkek Outdoor Spor Ayakkabı,320.0,386.0,17,freeShipping,0,0,Viaspor,100,7
1707,Nike Ayakkabı CN8558-001 MD Valiant,349.0,400.0,13,freeShipping,100,5,Kral_Spor,100,7
1708,Lumberjack Duncan 9PR Erkek Outdoor Ayakkabı (100420617),311.0,349.0,11,noShipping,100,1,VARDARSPOR,86,7
1709,ADİDAS SUPERSTAR CF ÇOCUK BEBEK SPOR AYAKKABI - FV3657,349.0,589.0,41,noShipping,100,3,Spormarkt,99,7
1710,Nike Vapor 12 Club Fg/Mg Unisex Futbol Ayakkabısı AH7378 077,329.0,359.0,8,freeShipping,100,1,Sportex,100,7
1711,AO0570-100 Phantom Venom Academy IC Nike Erkek Halı Saha Ayakkabı,349.0,479.0,27,freeShipping,0,0,SPORSPOR,89,7
1712,Jump 24774 Erkek Basketbol Spor Ayakkabısı 2 Renk (36-45),304.0,0.0,0,freeShipping,90,24,Viaspor,100,7
1713,Adidas TENSAUR RUN K Siyah Erkek Çocuk Koşu Ayakkabısı,319.0,369.0,14,freeShipping,100,1,FLO,93,7
1714,Nike Çocuk Ayakkabı AT1801-012 STAR RUNNER 2,314.0,330.0,5,freeShipping,0,0,Kral_Spor,100,7
1715,adidas çocuk ayakkabı EG4146,339.0,399.0,15,freeShipping,0,0,northsport,93,7
1716,New Balance Çocuk Günlük Spor Ayakkabı IV574UJB,304.0,565.0,46,freeShipping,0,0,SporAlışverişim,100,7
1717,EG4143 Tensaur Run J Adidas Çocuk Cırtlı Günlük Spor Ayakkabı,339.0,369.0,8,freeShipping,0,0,sporcenter,100,7
1718,WİLSON TENİS AYAKKABISI,324.0,449.0,28,freeShipping,100,7,SHOWSPORBURDUR,76,7
1719,Adidas GRAND COURT Beyaz Kız Çocuk Sneaker Ayakkabı,306.0,409.0,25,freeShipping,0,0,FLO,93,7
1720,Ef0221 Advantage Adidas Deri Cırtlı Kız Çocuk Spor Ayakkabı,345.0,409.0,16,freeShipping,100,2,sporcenter,100,7
1721,Lumberjack 100533787 Ocean Siyah Waterproof Erkek Sneaker Ayakkab,339.0,0.0,0,freeShipping,100,2,Babalı_Ayakkabı,97,7
1722,Ee6903 Vl Court Adidas Kız Çocuk Cırtlı Deri Spor Ayakkabı,309.0,339.0,9,freeShipping,90,2,sporcenter,100,7
1723,Hammer Jack 19250 Hakiki Deri Erkek Ayakakbı 3 Renk,349.0,399.0,13,freeShipping,100,1,Viaspor,100,7
1724,Adidas Superstar Unisex Spor Ayakkabı,333.0,0.0,0,noShipping,100,1,redforestparfume,95,7
1725,New Balance Kadın Günlük Spor Ayakkabı WL220TPA,311.0,575.0,46,freeShipping,100,1,MercurySport,95,7
1726,ADİDAS DEPORTİVO TF YETİŞKİN KRAMPON - Q46490,319.0,429.0,26,noShipping,0,0,Spormarkt,99,7
1727,Adidas Breaknet Erkek Tenis Ayakkabısı FX8708 Siyah,349.0,499.0,30,freeShipping,0,0,KORAYSPOR,95,7
