,product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
223,Avessa El Dikişli Deri Beyzbol Topu 1 Adet,44.0,0.0,0,freeShipping,80,1,enhavali,75,1
224,GEZER 02572 ÜNİSEX ÇOCUK SPOR AYAKKABI,49.0,89.0,44,noShipping,0,0,şermingiyim,88,1
225,Grande Punto Kapı Eşiği Nikelajı 2 Prç P.Çelik ŞOK FİYAT,49.0,0.0,0,freeShipping,100,2,otoaksesuarbizde,100,1
226,Gezer 4821 Eva Islak Zemin Banyo Bahçe Erkek Terlik LACİ,39.0,0.0,0,freeShipping,90,4,pabucccu,65,1
227,Gezer 12500 Spor Terlik,49.0,79.0,37,freeShipping,0,0,eylülsporoutlet,76,1
228,Bayan Bej Kuğu Desenli Ev Terliği AKN004,49.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
229,Kadın Beyaz Leopar Desenli Ev Terliği PA028,45.0,59.0,25,freeShipping,0,0,anlaşspor,100,1
230,Slipstop SS17110205 WIZARD Çocuk Havuz Ayakkabısı,48.0,50.0,4,noShipping,0,0,sanspor,98,1
231,Babet Ayakkabı,44.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
232,U.S. Polo Assn. Erkek Terlik,39.0,0.0,0,noShipping,0,0,burayspor,52,1
233,Çocuk Keten Bağcıklı Fermuarlı Ayakkabı L&s,49.0,0.0,0,freeShipping,0,0,ZERHAN,99,1
234,Hamaha Hoverkart Cırt Cırt Tüm Modeller ile Uyumlu,33.0,99.0,67,freeShipping,0,0,HAMAHA,89,1
235,Klasik Erkek Çocuk Ayakkabı,39.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
236,Calx Kız Çocuk Terlik  Sandalet Plaj Havuz Beyaz Lacivert,49.0,79.0,38,freeShipping,100,1,NSTYLEONLİNE,89,1
237,TÜYLÜ KADIN TERLİK YUMUŞAK TABANLI MİSAFİR EV TERLİK,29.0,39.0,26,freeShipping,0,0,SLIPPERSHOES,0,1
238,Çocuk Spor Ayakkabı,49.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
239,KISA BAĞCIKLI SPOR BOT,39.0,89.0,56,noShipping,0,0,modatalika,0,1
240,Paten Kaykay Çocuk Koruma Güvenlik Seti-Pembe (6 Parça),34.0,54.0,36,noShipping,0,0,ModaUyum,100,1
241,"Uniseks Çocuk Saks Mavi Sandalet,Plaj Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
242,Kinetix NOAH Gri Kadın Sneaker,47.0,79.0,41,freeShipping,0,0,FLO,93,1
243,Erkek Çocuk Spor Ayakkabı,49.0,0.0,0,freeShipping,20,1,E-KandişAvm,98,1
244,Kadın Ponponlu Ev Terliği,49.0,0.0,0,freeShipping,0,0,sporttime,99,1
245,Bolimex 3030 Beyaz Bağsız Yazlık Kız Erkek Çocuk Spor Ayakkabı,49.0,69.0,29,freeShipping,0,0,Ayakcenter,100,1
246,Gezer Kadın Terliği Deniz Plaj Havuz Parmak Arası,29.0,59.0,50,freeShipping,100,1,NSTYLEONLİNE,89,1
247,Gezer 08025 Mavi Kaymaz Plaj Havuz Banyo Erkek Günlük Terlik,49.0,59.0,17,freeShipping,0,0,pabucccu,65,1
248,Gezer Eva Ucu Açık Terlik,41.0,0.0,0,freeShipping,0,0,ŞakaGibiAvm,94,1
249,YAZLIK SNEAKER SPOR AYAKKABI,30.0,0.0,0,noShipping,0,0,AWEL,0,1
250,Kadın Gri Çapraz Desenli Ev Terliği PUF004,45.0,59.0,25,freeShipping,0,0,anlaşspor,100,1
251,Gezer 9652 Deniz Plaj Banyo Havuz Günlük Erkek Terlik KIRMIZI,44.0,54.0,18,freeShipping,0,0,pabucccu,65,1
252,Slazenger OZAN Erkek Terlik Lacivert,39.0,0.0,0,noShipping,100,1,Slazenger,92,1
253,Multiflex Extreme Egzersiz Aleti,44.0,0.0,0,freeShipping,0,0,Hemengelsin34,68,1
254,Çocuk Spor Ayakkabı,49.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
255,Gezer 12539 Çocuk Siyah Kaydırmaz Havuz Terlik Sandalet 12539,49.0,69.0,28,freeShipping,0,0,eylülsporoutlet,76,1
256,Bel ve Kalça Form Aleti Waist Twisting Disc,49.0,0.0,0,freeShipping,0,0,alomagazam,100,1
257,Slipstop SS16110122 MERMAID Çocuk Havuz Ayakkabısı,38.0,40.0,5,noShipping,100,3,sanspor,98,1
258,Bağcıksız Spor Ayakkabı,49.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
259,BORDO BAYAN COMFORT KETEN AYAKKABI SNEAKER 211080BRD,39.0,139.0,71,noShipping,0,0,ModanınNabzı,91,1
260,"Plates, Egzersiz Direnç Lastiği",49.0,0.0,0,freeShipping,0,0,EmeliDesign,0,1
261,Puma SG RUFFLE SHORT SOCK 1P Siyah Kadın Çorap,45.0,89.0,49,freeShipping,0,0,FLO,93,1
262,Calx Kız Çocuk Terlik Plaj Havuz Sandalet,29.0,69.0,57,freeShipping,0,0,NSTYLEONLİNE,89,1
263,Monti Sneakers,49.0,159.0,69,freeShipping,0,0,NDLUXURY,0,1
264,Gezer 12436M Erkek Terlik Kaymaz Taban Havuz-Deniz Terliği,44.0,59.0,25,freeShipping,0,0,eylülsporoutlet,76,1
265,Kinetix - 9M Shark - 100381059,22.0,0.0,0,noShipping,0,0,Sporvol,89,1
266,Gezer 9652 Deniz Plaj Banyo Havuz Günlük Erkek Terlik LACİVERT,39.0,59.0,33,noShipping,80,1,pabucccu,65,1
267,LCN Unisex Siyah Spor Ayakkabı,48.0,0.0,0,freeShipping,0,0,AlyaAyakkabı,0,1
268,Ruvin Gri Yıldızlı Bayan Spor Ayakkabı Sneakers,49.0,169.0,71,freeShipping,0,0,NDLUXURY,0,1
269,Kırmızı Erkek Çocuk Terlik 33 Numara,29.0,0.0,0,noShipping,0,0,11Ofis,99,1
270,Scoperta Kadın Tüylü Ev Içi Ve Dışarı Terliği -TuyluTerlik,45.0,99.0,55,freeShipping,0,0,DEMİRELAYAKKABI,100,1
271,Çocuk Keten Bağcıklı Fermuarlı Ayakkabı L&s,49.0,0.0,0,freeShipping,0,0,ZERHAN,99,1
272,Çocuk Spor Ayakkabı,44.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
273,Kadın Mor Sarı Klasik Desenli Plaj Terliği Gri 700,44.0,89.0,50,freeShipping,0,0,Modabutik,83,1
274,Gezer 10261 Mavi Plaj Havuz Banyo Kaymaz Erkek Terlik,24.0,44.0,44,noShipping,0,0,pabucccu,65,1
275,Gezer 5843 Erkek Terlik Banyo Balkon Tuvalet İş Terliği,27.0,37.0,26,noShipping,90,4,pabucccu,65,1
276,Lotto Terlik Gri Erkek - T1364,43.0,56.0,23,noShipping,0,0,Noktaspor11,100,1
277,BRN Günlük Erkek Terlik Siyah - Mavi Rahat Esnek Kaymaz Taban,34.0,54.0,36,freeShipping,100,10,imer-tech,100,1
278,Hummel Terlik Flip Flop 203475-5011,39.0,44.0,11,noShipping,100,1,sporthink,97,1
279,Bolimex 3020 Fuşya-Siyah Cırtlı Yazlık Günlük Kız Çocuk Spor Ayak,49.0,69.0,29,freeShipping,0,0,Ayakcenter,100,1
280,Ayakkabix Role Erkek Spor Ayakkabı Erkek&Bayan&Çocuk,99.0,229.0,57,freeShipping,90,2519,ayakkabix,98,2
281,Wanderfull 4094 Erkek Günlük Spor & Yürüyüş Ayakkabısı Yeni Sezon,99.0,199.0,50,freeShipping,90,111,MYPARLAK,93,2
282,Scooter Erkek Spor Ayakkabı  - 3 Renk Seçeneği M1062,99.0,139.0,29,freeShipping,80,4,Scooter,100,2
283,Ayakkabix Spor Ayakkabı Erkek & Bayan & Çocuk Günlük,99.0,199.0,50,freeShipping,90,269,ayakkabix,98,2
284,Khayt Aqua Air Cooled Bağsız Triko Rahat Erkek Günlük Spor Ayakka,79.0,199.0,60,noShipping,80,37,Oncaürün,100,2
285,Lion 1453 Erkek Turkuaz Mavi Çoraplı  Krampon Futbol Ayakkabısı,87.0,129.0,32,noShipping,90,13,modastar,100,2
286,Keten Bilekli Erkek Kadın Spor Ayakkabı 6 Renk,79.0,119.0,33,freeShipping,100,10,Ayakkabıhobim,98,2
287,Khayt Vento Memory Rahat Taban Günlük Erkek Kadın Spor Ayakkabı,79.0,149.0,47,freeShipping,90,812,Oncaürün,100,2
288,Lion 1453  Siyah Sax Çoraplı  Krampon Futbol Ayakkabısı,87.0,129.0,32,noShipping,100,13,modastar,100,2
289,Lion 1453 Erkek Sarı Siyah  Çoraplı  Krampon Futbol Ayakkabısı,87.0,129.0,32,noShipping,100,6,modastar,100,2
290,Erkek Kadın Spor Ayakkabı Günlük 4 Renk,79.0,299.0,73,freeShipping,100,7,Ayakkabıhobim,98,2
291,"WALKED ERKEK HALISAHA ,FUTBOL  SPOR AYAKKABI",69.0,129.0,46,noShipping,100,14,modastar,100,2
292,Ayakkabix Role Erkek Spor Ayakkabı Erkek&Bayan&Çocuk,99.0,249.0,60,freeShipping,90,74,ayakkabix,98,2
293,Lion 1453 Kırmızı Siyah  Çoraplı  Krampon Futbol Ayakkabısı,87.0,129.0,32,noShipping,50,5,modastar,100,2
294,SANTA BARBARA POLO CLUB CONVERSE AYAKKABI KIRMIZI- BEYAZ-SİYAH,79.0,149.0,47,freeShipping,90,18,kubilayshoes,91,2
295,Modafrato WN-4031X Erkek Spor Ayakkabı Koşu Yürüyüş Ayakkabısı,89.0,249.0,64,freeShipping,80,6,ModaFrato,100,2
296,Ayakkabix Bağsız Spor Ayakkabı Erkek & Bayan & Çocuk Günlük,84.0,109.0,23,freeShipping,90,1183,ayakkabix,98,2
297,Hercule Erkek Spor Ayakkabı Günlük Sneaker Rahat Giyim,99.0,194.0,49,freeShipping,90,34,HerculeShoes,100,2
298,XStreet 430 Triko Erkek Spor Ayakkabı Günlük Sneaker,89.0,199.0,55,freeShipping,90,30,ModaFrato,100,2
299,Khayt Master Free Rahat Erkek Kadın Günlük Spor Ayakkabı,94.0,133.0,29,freeShipping,90,19,Oncaürün,100,2
300,Arriva Bayan Rahat Cırtlı Günlük Spor Ayakkabı,89.0,149.0,40,freeShipping,90,238,tarzayak,97,2
301,Hercule Erkek Spor Ayakkabı Günlük Sneaker Rahat Giyim,89.0,169.0,47,freeShipping,80,26,HerculeShoes,100,2
302,İmerShoes Fileli Günlük Spor Ayakkabı Erkek Bayan Çocuk Sneakers,79.0,146.0,46,freeShipping,90,101,imer-tech,100,2
303,LİON 1453 ERKEK HALISAHA ÇORAPLI FUTBOL AYAKKABISI,86.0,149.0,43,noShipping,100,4,modastar,100,2
304,SANTA BARBARA POLO CLUB CONVERSE AYAKKABI SİYAH BEYAZ-KREM-MAVİ,79.0,139.0,43,freeShipping,90,13,kubilayshoes,91,2
305,Hercule Beyaz Erkek Spor Ayakkabı Günlük Sneaker Rahat Giyim,99.0,189.0,47,freeShipping,100,14,HerculeShoes,100,2
306,LETOON 2104 UNİSEX SPOR AYAKKABI,99.0,224.0,56,freeShipping,90,3,Letoon,71,2
307,Jump Siyah Erkek Halı Saha Ayakkabısı 13258-Siyah,97.0,129.0,25,freeShipping,100,8,KORAYSPOR,95,2
308,Kinetix NAVEN TX M 9PR Lacivert Erkek Sneaker Ayakkabı,66.0,109.0,39,freeShipping,90,10,FLO,93,2
309,SANTA BARBARA POLO CLUB CONVERSE AYAKKABI BEYAZ-SİYAH-KREM-MAVİ,79.0,149.0,47,freeShipping,90,11,kubilayshoes,91,2
310,İmerShoes Siyah Erkek Sneaker Günlük Spor Ayakkabı Bayan Çocuk,89.0,167.0,46,freeShipping,90,155,imer-tech,100,2
311,Vojo Star Anatomik Taban Cırtlı Çocuk Spor Ayakkabı 8 RENK,62.0,169.0,63,noShipping,100,2,Viaspor,100,2
312,Modafrato WN-4056 Unisex Spor Ayakkabı Koşu Yürüyüş Ayakkabısı,89.0,199.0,55,freeShipping,90,11,ModaFrato,100,2
313,Kadın Günlük Air Spor Ayakkabı 3 Renk,89.0,199.0,55,freeShipping,100,14,Ayakkabıhobim,98,2
314,Ayakkabı Yağmurluğu DRY STEP,69.0,0.0,0,freeShipping,100,99,Petza,97,2
315,Kız Çocuk Beyaz Renk Şeritli Günlük Spor Ayakkabı,99.0,169.0,41,freeShipping,100,2,sonexayakkabı,100,2
316,Ayakkabix Role Erkek Spor Ayakkabı Erkek&Bayan&Çocuk,99.0,249.0,60,freeShipping,90,30,ayakkabix,98,2
317,Kinetix TASCO MESH M 1FX Siyah Erkek Çocuk Sneaker Ayakkabı,76.0,129.0,41,freeShipping,0,0,INSTREET,92,2
318,Lion 1453 Siyah Sax  Çoraplı Halısaha Futbol Ayakkabısı,87.0,131.0,33,noShipping,100,1,modastar,100,2
319,Free Marka 6040 Günlük Rahat Erkek Spor Ayakkabı,99.0,149.0,34,freeShipping,80,36,AKKUŞOĞLUAYAKKABI,98,2
320,Kadın Casual Günlük Air Spor Ayakkabı,57.0,109.0,47,freeShipping,80,1,OdesaAyakkabı,84,2
321,SGS Kız Çocuk Lacivert Fuşya Spor Ayakkabı,99.0,131.0,24,freeShipping,100,1,ShoegarShoes,97,2
322,Khayt Jordan Basketbol Çocuk Spor Ayakkabı,99.0,159.0,38,freeShipping,80,11,Oncaürün,100,2
323,ERKEK BÜYÜK NUMARA HS11K48 HALI SAHA AYAKKABISI 45-47,95.0,215.0,56,freeShipping,100,8,mugesporgiyim,100,2
324,Khayt Classic Memory System Günlük Erkek&Kadın Spor Ayakkabı,79.0,169.0,53,freeShipping,100,1,Oncaürün,100,2
325,Walked 433 Krampon Çim Erkek Çocuk Futbol Ayakkabı,84.0,119.0,29,freeShipping,0,0,Ayakcenter,100,2
326,Letao Outdoor Erkek Kadın Günlük Spor Ayakkabı,89.0,149.0,40,freeShipping,90,6,tarzayak,97,2
327,Wanderfull 4113 Erkek Günlük Spor Ayakkabı Yürüyüş Ayakkabısı,99.0,169.0,41,freeShipping,90,200,MYPARLAK,93,2
328,Scooter Siyah Erkek Yürüyüş Ayakkabı M5462TS,99.0,124.0,20,freeShipping,100,15,Scooter,100,2
329,Lion Bilekli Krampon Boğazlı Krampon Halı Saha Futbol Ayakkabısı,99.0,129.0,24,noShipping,90,8,HaneSpor,95,2
330,SANTA BARBARA POLO CLUB CONVERSE AYAKKABI BEYAZ-SİYAH-KREM-MAVİ,79.0,139.0,43,freeShipping,100,1,kubilayshoes,91,2
331,Kinetix CAPELLA Siyah Erkek Sneaker Ayakkabı,66.0,99.0,33,freeShipping,100,6,INSTREET,92,2
332,Jump 13263 Halı Saha Erkek Futbol Ayakkabı Beyaz,98.0,192.0,49,freeShipping,100,2,Potincim,100,2
333,Khayt Classic Memory System Günlük Erkek&Kadın Spor Ayakkabı,79.0,169.0,53,freeShipping,100,1,Oncaürün,100,2
334,Smoke Kadın Spor Ayakkabı Günlük Yürüyüş Ayakkabısı Yeni Sezon Yü,59.0,109.0,46,freeShipping,0,0,MYPARLAK,93,2
335,Khayt Halley Memory System Rahat Taban Günlük Erkek Spor Ayakkabı,79.0,149.0,47,freeShipping,80,33,Oncaürün,100,2
336,Ayakkabix Role Erkek Spor Ayakkabı Erkek&Bayan&Çocuk,99.0,249.0,60,freeShipping,70,7,ayakkabix,98,2
337,Kinetix ALGER 1FX Lacivert Erkek Slip On Ayakkabı,80.0,139.0,43,freeShipping,0,0,FLO,93,2
338,Wolden 2011 Erkek Trekking Bot Spor Ayakkabı,89.0,199.0,55,freeShipping,100,10,ModaFrato,100,2
339,Modalist FM-7070 Erkek Sneaker BEYAZ-LACİVERT,95.0,449.0,79,freeShipping,0,0,Modalist,95,2
340,Kinetix Converse Unısex Çocuk Siyah Sneakers Ayakkabı,99.0,129.0,23,noShipping,80,1,Keyspor,83,2
341,Wanderfull 4086 Erkek Günlük Spor Yürüyüş Ayakkabısı Yeni Sezon O,59.0,119.0,50,freeShipping,100,1,MYPARLAK,93,2
342,Papuçcity Lafonten Erkek  Çocuk Günlük Spor Ayakkabı,99.0,129.0,23,freeShipping,80,5,PAPUÇCİTY,100,2
343,Ayakkabix Rella Günlük Erkek & Bayan & Çocuk Spor Ayakkabı,99.0,169.0,41,freeShipping,80,115,ayakkabix,98,2
344,A1971-20Beyaz Pembe Potin Fileli Kadın Sneaker,53.0,109.0,51,freeShipping,90,12,pembepotinshoes,89,2
345,Walked Kırmızı Büyük Numara HalıSaha Futbol Erkek Spor Ayakkabı,89.0,159.0,44,freeShipping,0,0,Ozpa,100,2
346,Lion 1453 Turuncu Siyah  Çoraplı  Krampon Futbol Ayakkabısı,87.0,129.0,32,noShipping,100,1,modastar,100,2
347,MP 202-7747  Mp Haki Çoraplı Krampon,98.0,0.0,0,freeShipping,0,0,sporZistanbul,95,2
348,Lady W304-3 Sade Lastik Taşlı Kadın Spor Ayakkabı,74.0,149.0,50,noShipping,80,10,ayakkabivakti,100,2
349,Walked 401 Krampon Halısaha Çim Erkek Futbol Spor Ayakkabı,89.0,129.0,31,freeShipping,90,9,Ayakcenter,100,2
350,Scoperta XİOMAR 100 MEVSİMLİK ERKEK SPOR AYAKKABI,56.0,149.0,62,freeShipping,100,1,DEMİRELAYAKKABI,100,2
351,Jump Krampon Garson-Siyah 13256,76.0,87.0,13,freeShipping,0,0,CİHANGİR,83,2
352,M.P 7747 Halı Saha (36-45) Erkek Futbol Ayakkabı,90.0,129.0,30,freeShipping,100,6,AKKUŞOĞLUAYAKKABI,98,2
353,Kinetix VOTEN Lacivert Turuncu Erkek Yürüyüş Ayakkabısı,83.0,109.0,24,freeShipping,80,6,FLO,93,2
354,Scooter Siyah-Beyaz Erkek Spor Ayakkabı M1060TSZ,99.0,124.0,20,freeShipping,100,6,Scooter,100,2
355,Khayt Jordan Basketbol Çocuk Spor Ayakkabı,99.0,159.0,38,freeShipping,100,1,Oncaürün,100,2
356,Erkek & Bayan Unisex Spor Ayakkabı,79.0,129.0,38,freeShipping,60,8,Ayakkabıhobim,98,2
357,SİYAH FUŞYA BAYAN CIRTLI SPOR AYAKKABI GÜNLÜK 211018SYHFSY,59.0,189.0,68,freeShipping,100,2,ModanınNabzı,91,2
358,Hercule Erkek Günlük Spor Ayakkabı Rahat Giyim Yeni Sezon Sneaker,89.0,189.0,53,freeShipping,100,4,HerculeShoes,100,2
359,Modafrato XStreet-655 Erkek Spor Ayakkabı Sneaker,94.0,199.0,53,freeShipping,70,2,ModaFrato,100,2
360,Khayt Jordan Basketbol Çocuk Spor Ayakkabı,99.0,159.0,38,freeShipping,90,5,Oncaürün,100,2
361,Kinetix NAVEN TX M 1FX Lacivert Erkek Sneaker Ayakkabı,66.0,109.0,39,freeShipping,20,1,INSTREET,92,2
362,Adidas Cüzdan DT4821 Linear Core Linear Core,89.0,119.0,25,freeShipping,100,2,Markaspor,100,2
363,U.S Polo Assn. ALEN Lacivert Erkek Sneaker,96.0,169.0,43,freeShipping,0,0,INSTREET,92,2
364,MP 192-7746 Siyah Krampon Çim Erkek Futbol Spor Ayakkabı,94.0,149.0,37,freeShipping,100,2,Ayakcenter,100,2
365,X Step Erkek Spor Ayakkabı Yeni Sezon Yürüyüş Ayakkabısı,79.0,159.0,50,freeShipping,100,1,MYPARLAK,93,2
366,Kız Çocuk Beyaz Simli Sneaker Spor Ayakkabı,89.0,149.0,40,freeShipping,100,2,sonexayakkabı,100,2
367,Jump 20355 Halı saha Erkek Çocuk Spor Futbol Ayakkabısı HAKİ,89.0,174.0,49,freeShipping,100,1,Potincim,100,2
368,Kinetix VOTEN Lacivert TURUNCU Erkek Yürüyüş Ayakkabısı,83.0,159.0,48,freeShipping,100,4,INSTREET,92,2
369,GLACİER GÜNLÜK SPOR AYAKKABI ERKEK,60.0,0.0,0,freeShipping,0,0,ElectroMarket19,80,2
370,Jump 134K-E Kırmızı Halısaha Krampon Erkek Çocuk Futbol Ayakkabı,98.0,192.0,49,freeShipping,100,1,Potincim,100,2
371,Khayt Classic Memory System Günlük Erkek&Kadın Spor Ayakkabı,79.0,169.0,53,freeShipping,100,1,Oncaürün,100,2
372,CRİSTİANO RONALDO YAZILI ERKEK ÇOCUK HALI SAHA AYAKKABISI,84.0,0.0,0,freeShipping,100,7,mugesporgiyim,100,2
373,Modafrato RC-09 Erkek Spor Ayakkabı Yürüyüş Koşu Ayakkabısı,59.0,129.0,54,freeShipping,90,5,ModaFrato,100,2
374,Erkek Kadın Keten Günlük Spor Ayakkabı 4 Renk,89.0,299.0,70,freeShipping,50,3,Ayakkabıhobim,98,2
375,Modafrato Twn-355 Erkek Spor Ayakkabı Sneaker,89.0,199.0,55,freeShipping,100,3,ModaFrato,100,2
376,Muggo MGPOGBA Unisex Sneaker Günlük Yürüyüş Spor Ayakkabı,69.0,119.0,42,noShipping,80,1,deparshoes,98,2
377,Ayakkabix Spor Ayakkabı Erkek & Bayan & Çocuk Günlük,99.0,199.0,50,freeShipping,90,7,ayakkabix,98,2
378,Serabian Aqua Unisex  Lacivert Plaj Deniz RAfting Havuz Ayakkabıs,64.0,130.0,50,freeShipping,100,5,NSTYLEONLİNE,89,2
379,Ayakkabix Role Erkek Spor Ayakkabı Erkek&Bayan&Çocuk,99.0,249.0,60,freeShipping,80,61,ayakkabix,98,2
380,Kinetix NAVEN TX M 9PR Lacivert Erkek Sneaker Ayakkabı,66.0,109.0,39,freeShipping,90,3,INSTREET,92,2
381,Kinetix AGRON Turf Halı Saha (36-45) Erkek Spor Ayakkabı,99.0,139.0,29,freeShipping,90,3,AKKUŞOĞLUAYAKKABI,98,2
382,LETOON 6034 ERKEK GÜNLÜK AYAKKABI - Lacivert,63.0,149.0,57,noShipping,0,0,Letoon,71,2
383,Modafrato WN-4078 Unisex Spor Ayakkabı Cilt Erkek Ayakkabı,89.0,199.0,55,freeShipping,90,11,ModaFrato,100,2
384,Kinetix FORLAN TURF Siyah Erkek Çocuk Halı Saha Ayakkabısı,60.0,89.0,32,freeShipping,100,4,INSTREET,92,2
385,Kinetix Adolf Turf J Beşiktaş Lisanslı Çocuk Halı Saha Ayakkabı,99.0,0.0,0,freeShipping,100,2,tuğbaortopedi,88,2
386,Jump Erkek Halı Saha Ayakkabısı Gri 25851 Silver Black Orange,89.0,119.0,25,freeShipping,100,3,KORAYSPOR,95,2
387,Jump 26520 Erkek Halısaha Ayakkabı-Beyaz Somon,97.0,129.0,25,freeShipping,0,0,SADIKSPOR,92,2
388,Kinetix RENDOR Siyah Erkek Koşu Ayakkabısı,85.0,139.0,39,freeShipping,90,2,FLO,93,2
389,Kinetix THEHA 1FX Siyah Erkek Sneaker,97.0,129.0,25,freeShipping,0,0,INSTREET,92,2
390,Modafrato TWN-400 Erkek Spor Ayakkabı Günlük Sneaker,89.0,199.0,55,freeShipping,60,1,ModaFrato,100,2
391,Kinetix OKA W Beyaz Kadın Koşu Ayakkabısı,84.0,129.0,35,freeShipping,70,2,FLO,93,2
392,Muya 89037-45 Günlük Kız/Erkek Çocuk Spor Ayakkabı Siyah,89.0,174.0,49,freeShipping,0,0,Potincim,100,2
393,Scoperta Erkek Spor Ayakkabı Günlük Snekaer,62.0,0.0,0,freeShipping,60,2,DEMİRELAYAKKABI,100,2
394,Go Flex Streç Günlük Yürüyüş Bayan Spor Ayakkabı Yıkanabilir,95.0,0.0,0,freeShipping,80,1,Esteriva,68,2
395,Föz Walked 0720 Mavi Krampon Futbol Erkek Spor Ayakkabı,89.0,159.0,44,freeShipping,0,0,Ozpa,100,2
396,Callion 3636 Ortopedi Taban Bağcıksız Çocuk Spor Ayakkabı,89.0,125.0,29,freeShipping,90,6,ayakkabiburada,100,2
397,Kinetix TOOLS 1FX Beyaz Kız Çocuk Fashion Sneaker,76.0,119.0,36,freeShipping,100,1,INSTREET,92,2
398,Kinetix TOOLS 1FX Siyah Kız Çocuk Fashion Sneaker,84.0,119.0,29,freeShipping,0,0,INSTREET,92,2
399,Modastar Unisex Siyah Keten Günlük Bilekli Spor Ayakkabı,62.0,119.0,48,noShipping,100,2,modastar,100,2
400,Kinetix Wılly Erkek Beyaz Spor Ayakkabı (100537399),98.0,149.0,34,freeShipping,100,1,ToptanSpor,90,2
401,Kinetix TINA W Siyah  (36-40) Günlük Kadın Spor Ayakkabı,99.0,149.0,34,freeShipping,100,2,AKKUŞOĞLUAYAKKABI,98,2
402,MP 181-6620 Halısaha Krampon Erkek Futbol Spor Ayakkabı,79.0,119.0,34,freeShipping,0,0,aytekinayakkabı,88,2
403,ARVENTO 290 ERKEK ÇOCUK SPOR AYAKKABI HAKİ 26-30,79.0,112.0,29,freeShipping,100,1,fbkayakkabi,97,2
404,Ayakkabix Spor Ayakkabı Erkek & Bayan & Çocuk Günlük,99.0,199.0,50,freeShipping,80,5,ayakkabix,98,2
405,Ayakcenter 5100 Syh-Syh Günlük Kadın Sneaker Spor Ayakkabı,74.0,149.0,50,freeShipping,100,1,Ayakcenter,100,2
406,Kinetix Converse Çocuk Fermuarlı  Lacivert,99.0,129.0,23,noShipping,0,0,Keyspor,83,2
407,Ayakkabix Gustela Günlük Kışlık Erkek Spor Ayakkabı,99.0,199.0,50,freeShipping,0,0,ayakkabix,98,2
408,Papuçcity Panda Erkek Çocuk Günlük Spor Ayakkabı,99.0,119.0,17,freeShipping,0,0,PAPUÇCİTY,100,2
409,Walked 401 M-T Krampon Çim Erkek Çocuk Futbol Ayakkabı,84.0,119.0,29,freeShipping,100,1,Ayakcenter,100,2
410,Freelion  Turkuaz Renk Yeni Sezon Çoraplı  Erkek Çocuk Krampon,100.0,0.0,0,freeShipping,0,0,mugesporgiyim,100,2
411,Walked Mr 305 HalıSaha Krampon Çim Erkek Futbol Ayakkabı,89.0,129.0,31,freeShipping,100,5,Ayakcenter,100,2
412,Walked Siyah Halısaha Erkek Çocuk Futbol Ayakkabı,89.0,159.0,44,freeShipping,0,0,Rovablue,100,2
413,Seftil King FG Krampon S0007,80.0,159.0,49,freeShipping,100,1,TimePlusSport,100,2
414,LETOON 2103KIDS ÇOCUK SPOR AYAKKABI,99.0,224.0,56,freeShipping,0,0,Letoon,71,2
415,Freelion  Yeni Sezon Erkek Çocuk Krampon Kr1476,100.0,219.0,54,freeShipping,0,0,mugesporgiyim,100,2
416,Walked 401 Halısaha Krampon Çim Erkek Çocuk Futbol Ayakkabı,84.0,119.0,29,freeShipping,90,22,Ayakcenter,100,2
417,Ayakkabix Spor Ayakkabı Erkek & Bayan & Çocuk Günlük Rahat H,99.0,199.0,50,freeShipping,90,5,ayakkabix,98,2
418,M.P SİYAH DÜZ TABAN AYAKKABI,94.0,109.0,14,freeShipping,90,2,Metingiyimayakkabı,96,2
419,Kinetix RAIN 1FX Beyaz Erkek Çocuk Sneaker Ayakkabı,65.0,99.0,34,freeShipping,100,1,INSTREET,92,2
420,Slazenger ANGLE Koşu & Yürüyüş Kadın Ayakkabı Beyaz,94.0,189.0,50,noShipping,100,1,Slazenger,92,2
421,AIR TERMO TABAN UNISEX SPOR SNEAKER,89.0,149.0,40,freeShipping,0,0,MeteTekstilÜrünleri,98,2
422,Axis 515 Erkek Spor Ayakkabı Buz Su Yeşili,92.0,150.0,39,noShipping,100,1,Hesapex,100,2
423,Unisex Spor Ayakkabı Günlük Sneakers TMSSNKR78,59.0,149.0,60,freeShipping,90,3,tomms_shoes,99,2
424,Slazenger ALISON I Sneaker Kadın Ayakkabı Siyah / Beyaz,99.0,154.0,36,noShipping,0,0,Slazenger,92,2
425,İmershoes Erkek Günlük Step Sandalet Düz Taban Cırtlı Spor Yazlık,79.0,199.0,60,freeShipping,60,4,imer-tech,100,2
426,Slazenger AKER I Sneaker Erkek Ayakkabı Siyah,99.0,179.0,44,noShipping,100,2,Slazenger,92,2
